abalone,[ˌæbəˈloʊni],n.[动]鲍鱼(软体动物)
complementary,[ˌkɑːmplɪˈmentri],"a.补充的, 补足的"
complete,[kəmˈpliːt],"v.完成.a.完整的,十足的"
completion,[kəmˈpliːʃn],n.完成
complex,"[kəmˈpleks,ˈkɑːmpleks]","a.复杂的,复合的.n.复合体,综合设施"
complexity,[kəmˈpleksəti],"n.复杂(性),复杂的事物"
complicate,[ˈkɑːmplɪkeɪt],v.(使)变复杂
complication,[ˌkɑːmplɪˈkeɪʃn],"n.复杂化, (使复杂的)因素"
complimentary,[ˌkɑːmplɪˈmentri],"a.称赞的,免费的"
comply,[kəmˈplaɪ],"vi.顺从,答应"
compo,[ˈkɑːmpoʊ],"n.组合物,混合涂料"
component,[kəmˈpoʊnənt],"n.成分 ,元件,组件"
compose,[kəmˈpoʊz],"v.组成,写作"
composer,[kəmˈpoʊzər],"n.作家,作曲家"
composite,[kəmˈpɑːzət],"a.合成的, 复合的.n.合成物"
composition,[ˌkɑːmpəˈzɪʃn],"n.成分,作品,合成物,作文,作曲"
compositional,,"a.合成的,组成的.n.作文,作曲 ,合成物"
compost,[ˈkɑːmpoʊst],n.混合肥料
compound,[ˈkɑːmpaʊnd],"n.混合物,大院.vt.加重"
comprehend,[ˌkɑːmprɪˈhend],"v.理解,领会"
comprehensible,[ˌkɑːmprɪˈhensəbl],a.可理解的
comprehension,[ˌkɑːmprɪˈhenʃn],"n.理解,包含"
comprehensive,[ˌkɑːmprɪˈhensɪv],"a.全面的,能充分理解的"
compress,[kəmˈpres],"vt.压缩,摘要叙述 "
compression,[kəmˈpreʃn],"n.浓缩, 压缩"
comprise,[kəmˈpraɪz],"v.包含, 由...组成"
compromise,[ˈkɑːmprəmaɪz],"vi./n.妥协, 让步.vt.危及,放弃(原则等)"
compulsory,[kəmˈpʌlsəri],"a.强制的,  义务的,必修的"
compute,[kəmˈpjuːt],"v.计算, 估计,推断"
computer,[kəmˈpjuːtər],"n.计算机,电脑"
computer-assisted,,a.计算机辅助
concave,[kɑːnˈkeɪv],a.凹的.n.凹(面)
conceal,[kənˈsiːl],"v.隐藏, 隐瞒 "
concede,[kənˈsiːd],"vt.勉强, 承认, 退让.vi.让步"
conceivable,[kənˈsiːvəbl],"a.可能的,想得到的"
conceivably,[kənˈsiːvəbli],"ad.可想到地, 想象中,令人信服地"
conceive,[kənˈsiːv],"v.构想,设想,怀孕"
concentrate,[ˈkɑːnsntreɪt],"v.专心,集中,浓缩"
concentrate,[ˈkɑːnsntreɪt],"v.集中, 浓缩"
concentration,[ˌkɑːnsnˈtreɪʃn],"n.集中,专心,浓缩"
concentric,[kənˈsentrɪk],"a.同中心的, 同轴的"
concept,[ˈkɑːnsept],"n.观念,概念"
conception,[kənˈsepʃn],"n.观念, 概念"
concern,[kənˈsɜːrn],"vt.有关于,使担心,涉及.n.关切的事"
concert,[ˈkɑːnsərt],"n.音乐会,一致.vt.协定, 协同安排.vi.合作"
concertina,[ˌkɑːnsərˈtiːnə],n.类似风琴的六角形的乐器
concise,[kənˈsaɪs],"a.简明的,简练的"
conclude,[kənˈkluːd],"v.推断出,结束,总结"
conclusion,[kənˈkluːʒn],"n.结束,结论,推论"
conclusive,[kənˈkluːsɪv],"a.决定性的,结论性的"
conclusively,[kənˈkluːsɪvli],"ad.最后地, 确定地,决定性地"
concoct,[kənˈkɑːkt],"vt.编造,调制"
concomitant,[kənˈkɑːmɪtənt],a.伴随的.n.伴随物
concrete,[ˈkɑːnkriːt],"a.实在的,具体的.n.混凝土"
concur,[kənˈkɜːr],"vi.同意,同时发生"
concurrent,[kənˈkɜːrənt],"a.一致的,同时的"
condemn,[kənˈdem],"vt.判刑,谴责"
condensation,[ˌkɑːndenˈseɪʃn],n.浓缩
condense,[kənˈdens],"v.(使)浓缩, 精简,冷凝"
condenser,[kənˈdensər],"n.冷凝器, 电容器"
condenses,,"v.浓缩,  压缩.动词condense的第三人称现在时"
condition,[kənˈdɪʃn],"n.条件,情况.vt.以...为条件"
conditioner,[kənˈdɪʃənər],"n.调节者, 调节装置"
condor,[ˈkɑːndɔːr],"n.[动]秃鹰, 秃鹫"
conduct,[kənˈdʌkt],"n.行为.v.引导,管理"
conductance,[kənˈdʌktəns],"n.电导, 导率"
conduction,[kənˈdʌkʃn],"n.传导,输送"
conductivity,[ˌkɑːndʌkˈtɪvəti],"n.传导性, 传导率"
conductor,[kənˈdʌktər],"n.领导者, 经理"
cone,[koʊn],"n.圆锥体,"
conestoga,,n.一种大篷马车
confederacy,[kənˈfedərəsi],"n.联盟,邦联"
confederate,[kənˈfedərət],"n.同盟者,同盟国.a.同盟的.v.(使)联盟, 联合"
confer,[kənˈfɜːr],"v.授予, 协商"
conference,[ˈkɑːnfərəns],"n.会议, 讨论会"
confidence,[ˈkɑːnfɪdəns],n.信心
confident,[ˈkɑːnfɪdənt],"a.自信的, 确信的"
configuration,[kənˌfɪɡjəˈreɪʃn],"n.构造, 结构"
confine,[kənˈfaɪn],vt.限制.n.界限
confinement,[kənˈfaɪnmənt],"n.限制, 禁闭"
confirm,[kənˈfɜːrm],"v.确定,确认,批准"
conflate,[kənˈfleɪt],vt.合并
conflict,[ˈkɑːnflɪkt],"n.冲突,战斗.vi.冲突,抵触"
confluence,[ˈkɑːnfluəns],"n.(河流的)汇合,汇流点,(人或物的)聚集"
conform,[kənˈfɔːrm],"v.使一致, 遵从,符合"
conformity,[kənˈfɔːrməti],"n.一致, 符合,遵守"
confront,[kənˈfrʌnt],"vt.面临, 对抗"
confuse,[kənˈfjuːz],"vt.搞乱,使糊涂"
confusion,[kənˈfjuːʒn],"n.混乱, 混淆,困惑"
congenial,[kənˈdʒiːniəl],"a.意气相投的,性格相似的"
congenital,[kənˈdʒenɪtl],"a.先天的,天生的,天赋的"
congestion,[kənˈdʒestʃən],"n.拥塞, 充血,拥挤"
conglomerate,[kənˈɡlɑːmərət],v.聚结.n.企业集团
congress,[ˈkɑːŋɡrəs],"n.(美国等国的)国会,议会"
congressional,[kənˈɡreʃənl],"a.会议的,国(议)会的"
conifer,"[ˈkɑːnɪfər,ˈkoʊnɪfər]","n.[植]松类, 针叶树"
coniferous,[kəˈnɪfərəs],"a.松类的,  结球果的"
conjectural,[kənˈdʒektʃərəl],"a.推测的,好推测的"
conjunction,[kənˈdʒʌŋkʃn],"n.联合, 关联"
connect,[kəˈnekt],"v.连接,联系"
connecticut,,n.(美国）康涅狄格
connection,[kəˈnekʃn],"n.连接,关系"
connective,[kəˈnektɪv],"a.连合的, 连接的"
connoisseur,"[ˌkɑːnəˈsɜːr,ˌkɑːnəˈsʊr]",n.鉴赏家
conquer,[ˈkɑːŋkər],"vt.征服, 战胜,攻克"
conqueror,[ˈkɑːŋkərər],"n.征服者, 胜利者"
conquest,[ˈkɑːŋkwest],"n.征服,战利品"
conscientious,[ˌkɑːnʃiˈenʃəs],"a.认真的,勤勤恳恳的,本着良心的"
conscious,[ˈkɑːnʃəs],"a.意识到的,自觉的,神志清醒的"
consciously,[ˈkɑːnʃəsli],"ad.有意识地, 自觉地"
consciousness,[ˈkɑːnʃəsnəs],"n.意识,觉悟,知觉"
conscription,[kənˈskrɪpʃn],"n.征召,募兵"
consecutive,[kənˈsekjətɪv],"a.连贯的,连续不断的"
consensus,[kənˈsensəs],"n.一致,同意"
consent,[kənˈsent],"n./.vi.同意,赞成"
consequence,[ˈkɑːnsɪkwens],"n.结果,重要性,推论"
consequent,[ˈkɑːnsɪkwent],"a.作为结果(或后果)的,随之发生的"
conservation,[ˌkɑːnsərˈveɪʃn],"n.保存,保持,(对自然资源的)保护"
conservatism,[kənˈsɜːrvətɪzəm],n.保守主义
conservative,[kənˈsɜːrvətɪv],"a.保守的,守旧的 "
conserve,[kənˈsɜːrv],"vt.保存,保藏"
consider,[kənˈsɪdər],"v.考虑,认为 "
considerable,[kənˈsɪdərəbl],"a.重要的,相当大的,可观的"
consideration,[kənˌsɪdəˈreɪʃn],"n.考虑, 体贴,报酬"
consist,[kənˈsɪst],"vi.由...组成,在于"
consistency,[kənˈsɪstənsi],"n.坚固性, 浓度, 一致性"
consistent,[kənˈsɪstənt],"a.一致的,调和的"
consistently,[kənˈsɪstəntli],"ad.一致地,始终如一地"
consolidate,[kənˈsɑːlɪdeɪt],"v.合并,统一,巩固"
consolidation,[kənˌsɑːlɪˈdeɪʃn],"n.巩固, 合并,团结"
consort,[ˈkɑːnsɔːrt],"v.结交,符合.n.配偶"
consortium,[kənˈsɔːrtiəm],"n.财团, 联合, 合伙"
conspicuous,[kənˈspɪkjuəs],"a.显著的, 显眼的"
conspiracy,[kənˈspɪrəsi],"n.共谋, 阴谋"
constant,[ˈkɑːnstənt],"a.不变的,持续的,恒定的,经常的"
constellation,[ˌkɑːnstəˈleɪʃn],"n.[天]星群, 星座"
constituency,[kənˈstɪtʃuənsi],"n.(选区的)选民,  支持者"
constituent,[kənˈstɪtʃuənt],"n.选民,成分.a.组成的,构成的"
constitute,[ˈkɑːnstɪtuːt],"vt.构成,组成,建立"
constitution,[ˌkɑːnstɪˈtuːʃn],"n.宪法,章程"
constitutional,[ˌkɑːnstɪˈtuːʃənl],"a.法治的,体质的"
constrain,[kənˈstreɪn],"vt.强迫, 限制"
constraint,[kənˈstreɪnt],"n.约束, 强制,对感情的压制"
constrict,[kənˈstrɪkt],"vt.使缩紧,使收缩,压缩"
construct,[kənˈstrʌkt],"vt.建造,构造,创立.n.构想"
construction,[kənˈstrʌkʃn],"n.建造,结构,建筑物"
constructive,[kənˈstrʌktɪv],"a.建设性的,构造上的"
consult,[kənˈsʌlt],"v.商量, 商议,请教,当顾问"
consultant,[kənˈsʌltənt],"n.顾问, 商议者, 咨询者"
consume,[kənˈsuːm],"v.消耗,消费,消灭"
consumer,[kənˈsuːmər],"n.消费者,用户"
consumption,[kənˈsʌmpʃn],"n.消费,消耗"
contact,[ˈkɑːntækt],"vt./n.接触,联系"
contain,[kənˈteɪn],"vt.包含,容纳"
container,[kənˈteɪnər],"n.容器,集装箱"
contaminate,[kənˈtæmɪneɪt],"vt.弄脏, 污染"
contamination,[kənˌtæmɪˈneɪʃn],"n.污染, 污染物"
contemporary,[kənˈtempəreri],n.同时代的人.a.当代的
contend,[kənˈtend],"v.斗争, 竞争, 主张"
contender,[kənˈtendər],n.竞争者
content,['kɑntɛnt],"n.内容,目录,容量.adj.满足.vt.使...满足"
contention,[kənˈtenʃn],"n.争夺, 争论,论点"
contest,[ˈkɑːntest],"n./v.论争, 竞赛 
"
context,[ˈkɑːntekst],"n.上下文,环境"
continent,[ˈkɑːntɪnənt],"n.大陆,洲"
continental,[ˌkɑːntɪˈnentl],a.大陆的(可指欧洲大陆)
contingent,[kənˈtɪndʒənt],"a.可能发生的, 附随的.n.偶然的事情"
continually,[kənˈtɪnjuəli],"ad.不断地,频繁地"
continuation,[kənˌtɪnjuˈeɪʃn],"n.继续(部分),续篇"
continuator,"[kən'tɪnjʊ,etɚ]",n.继续者
continue,[kənˈtɪnjuː],"v.继续,延伸,仍旧"
continuity,[ˌkɑːntɪˈnuːəti],"n.连续性, 连贯性"
continuous,[kənˈtɪnjuəs],"a.连续的,持续的"
continuum,[kənˈtɪnjuəm],n.连续统一体
contour,[ˈkɑːntʊr],"n.轮廓,概要"
contract,[ˈkɑːntrækt],"n.合同.v.缩小,订合同"
contraction,[kənˈtrækʃn],"n.收缩,减小,缩写式"
contractor,[ˈkɑːntræktər],"n.订约人, 承包人"
contradict,[ˌkɑːntrəˈdɪkt],"vt.同...矛盾, 同...抵触,反驳"
contradiction,[ˌkɑːntrəˈdɪkʃn],"n.反驳, 矛盾,否认"
contradictory,[ˌkɑːntrəˈdɪktəri],a.相矛盾的
contrary,['kɑntrɛri],"a.相反的.n.反面, 相反"
contrast,[ˈkɑːntræst],"v./n.对比,对照"
contribute,[kənˈtrɪbjuːt],"v.捐助,贡献,(to)有助于,投稿"
contribution,[ˌkɑːntrɪˈbjuːʃn],"n.贡献,投稿"
contributor,[kənˈtrɪbjətər],"n.贡献者,捐助者,投稿人,原因"
contributory,[kənˈtrɪbjətɔːri],"a.贡献的, 捐助的"
control,[kənˈtroʊl],"n./v.控制,支配"
controllable,[kənˈtroʊləbl],"a.可管理的, 可控制的"
controversial,[ˌkɑːntrəˈvɜːrʃl],"a.有争议的,引起争论的"
controversy,[ˈkɑːntrəvɜːrsi],"n.论争, 辩论"
conurbation,[ˌkɑːnərˈbeɪʃn],n.有卫星城的大都市
convection,[kənˈvekʃn],"n.传送, 对流"
convene,[kənˈviːn],"v.召集, 集合"
convenience,[kənˈviːniəns],"n.便利,适宜"
convenient,[kənˈviːniənt],"a.便利的,方便的"
conveniently,[kənˈviːniəntli],"ad.方便地,合宜地"
convention,[kənˈvenʃn],"n.习俗,惯例,大会"
conventionally,[kənˈvenʃənəli],ad.照惯例
converge,[kənˈvɜːrdʒ],"vi.聚合, 集中"
convergence,[kənˈvɜːrdʒəns],"n.集中, 收敛"
conversation,[ˌkɑːnvərˈseɪʃn],"n.会话,交谈"
conversational,[ˌkɑːnvərˈseɪʃənl],"a.会话的, 对话的"
converse,[kən'vəʳs],"vi.交谈.n.反面说法,逆命题.a.相反的"
conversely,[ˈkɑːnvɜːrsli],"ad.倒地,逆地"
conversion,[kənˈvɜːrʒn],"n.变换, 转化"
convert,[kənˈvɜːrt],"vt.使转变,转换"
converter,[kənˈvɜːrtər],"n.转炉,教化者,（电视等）的变频器"
convex,[ˈkɑːnveks],a.凸出的
convey,[kənˈveɪ],"vt.搬运,传达"
convict,[kənˈvɪkt; ˈkɑnvɪkt],vt.证明...有罪.n.罪犯.a.被定罪的
conviction,[kənˈvɪkʃn],"n.深信,  定罪"
convince,[kənˈvɪns],"vt.使确信, 使信服"
convincingly,[kənˈvɪnsɪŋli],"ad.令人信服地, 有说服力地"
convivial,[kənˈvɪviəl],"a.好交际的, 愉快而随和的"
cook,[kʊk],"n.厨师.v.烹调, 煮"
cool,[kuːl],"v.冷却,(使)冷静adj. 冷静的,凉爽的"
cooler,[ˈkuːlər],n.冷却器
cooper,[ˈkuːpər],n.制桶工人.v.制桶
cooperate,[koʊˈɑːpəreɪt],"vi.合作, 协作"
cooperation,[koʊˌɑːpəˈreɪʃn],"n.合作, 协作"
cooperative,[koʊˈɑːpərətɪv],"a.合作的, 协力的"
coordinate,[koʊˈɔːrdɪneɪt],"vt.调节,协调.n.座标.a.并列的"
coordination,[koʊˌɔːrdɪˈneɪʃn],n.协调
cop,[kɑːp],"n.警官, 巡警"
cope,[koʊp],"vi.应付,处理"
copper,[ˈkɑːpər],"n.铜,警察"
coppersmith,,n.铜匠
copy,[ˈkɑːpi],"n.副本.v.复印,抄袭"
copyright,[ˈkɑːpiraɪt],"n.版权, 著作权"
coral,[ˈkɔːrəl],n.珊瑚(虫)
cord,[kɔːrd],"n.绳索, 束缚"
cordwainer,['kɔrdwenɚ],n.鞋匠
core,[kɔːr],"n.核心,要点"
coriander,[ˌkɔːriˈændər],n.[植]胡荽
corn,[kɔːrn],n.玉米
corner,[ˈkɔːrnər],"n.角落, (街道)拐角处.v.迫至一隅,把...难住 "
cornet,[ˈkɔːrnɪt],"n.圆锥形纸袋, 短号"
corona,[kəˈroʊnə],n.冠壮物
corp,['kɔrp],n.公司
corporation,[ˌkɔːrpəˈreɪʃn],"n.公司, 法人"
corpse,[kɔːrps],n.尸体
corpus,[ˈkɔːrpəs],"n.资料, 文集,尸体"
corral,[kəˈræl],n.畜栏.vt.关进畜栏
correct,[kəˈrekt],"a.正确的,恰当的.vt.改(纠)正"
correlate,[ˈkɔːrələt],v.相互关联.a.相互关联的
correlation,[ˌkɔːrəˈleɪʃn],n.相互关系
correspond,[ˌkɔːrəˈspɑːnd],"vi.符合,相当"
correspondence,[ˌkɔːrəˈspɑːndəns],"n.通信, 信件, 相符,相似"
correspondingly,[ˌkɔːrəˈspɑːndɪŋli],"ad.相应地,相对地"
corridor,[ˈkɔːrɪdɔːr],n.走廊
corrosion,[kəˈroʊʒn],"n.侵蚀,腐蚀状态"
corrosive,[kəˈroʊsɪv],"a.腐蚀的, 蚀坏的 .n.腐蚀物"
corruption,[kəˈrʌpʃn],"n.腐化,贪污,(语词的)讹用,讹误"
corselet,['kɔrslɪt],"n.盔甲,胸衣"
corset,[ˈkɔːrsɪt],"n.束腹, 妇女的胸衣.vt.严格控制"
cortex,[ˈkɔːrteks],"n.外皮, （大脑）皮层"
cosmic,[ˈkɑːzmɪk],a.宇宙的
cosmopolitan,[ˌkɑːzməˈpɑːlɪtən],"a.全球的,四海为家的.n.世界主义者"
cosmos,"[ˈkɑːzmoʊs,ˈkɑːzməs]",n.宇宙
cost,[kɔːst],"n.价格,成本.,代价vt.花费,使付出"
costly,[ˈkɔːstli],"a.昂贵的,代价高的"
costume,[ˈkɑːstuːm],"n.装束,服装"
cottage,[ˈkɑːtɪdʒ],"n.村舍,小别墅"
cotton,[ˈkɑːtn],"n.棉花adj. 棉的,棉制的"
cottonwood,[ˈkɑːtnwʊd],n.[植]三叶杨
cougar,[ˈkuːɡər],n.[动]美洲狮(尤指Felis concolor)
could,"[kəd,kʊd]","can的过去式.aux.可以,能"
council,[ˈkaʊnsl],"n.委员会,理事会"
counsel,[ˈkaʊnsl],"n.律师.vt.劝告,提议"
count,[kaʊnt],"v.数,计算.vi.值得考虑.n.总数"
counter,[ˈkaʊntər],"n.计算器,柜台.ad./prep.相反地"
counteract,[ˌkaʊntərˈækt],"vt.抵消, 中和, 阻碍"
counterbalance,"[,kaʊntɚ'bæləns]","vt.使平均, 弥补 .n.平衡量, 平衡力"
counterclockwise,[ˌkaʊntərˈklɑːkwaɪz],n./a.反时针方向(的)
counter-clockwise,,a.逆时针的
countercurrent,"['kaʊntɚ,kɝənt]","n.逆流,反向电流 "
counterexample,[ˈkaʊntərɪɡzæmpl],n.反例
counterfeit,[ˈkaʊntərfɪt],n.赝品  .a.伪造的 .v.伪造
counterpart,[ˈkaʊntərpɑːrt],"n.职务相当的人,副本"
country,[ˈkʌntri],"n.国家,乡村adj. 乡村的"
countryside,[ˈkʌntrisaɪd],n.乡下地方
county,[ˈkaʊnti],"n.县, 郡"
couple,[ˈkʌpl],n.夫妇.v.结合 
courage,[ˈkɜːrɪdʒ],"n.勇气, 精神"
courageous,[kəˈreɪdʒəs],"a.勇敢的,有胆量的"
course,[kɔːrs],"n.过程,课程,道路,一道菜"
court,[kɔːrt],"n.法庭,庭院, 宫廷"
courtship,[ˈkɔːrtʃɪp],"n.求爱, 求爱时期"
courtyard,[ˈkɔːrtjɑːrd],"n.庭院, 院子"
cousin,[ˈkʌzn],"n.堂兄弟姊妹, 表兄弟姊妹"
cover,[ˈkʌvər],"vt.(掩)盖,包括,报道.n.盖子,封面"
coverage,[ˈkʌvərɪdʒ],"n.覆盖,新闻报道"
covering,[ˈkʌvərɪŋ],n.遮盖物
cow,[kaʊ],n.母牛
cowboy,[ˈkaʊbɔɪ],"n.牧童,牛仔"
cowhand,[ˈkaʊhænd],n.<美>(牧场的)牧牛工
coyote,"[kaɪˈoʊti,ˈkaɪoʊt]","n.一种产于北美大草原的小狼, 山狗"
crab,[kræb],n.蟹
crack,[kræk],"n.裂缝,噼啪声.v.(使)破裂"
craft,[kræft],"n.工艺,手艺,太空船"
craftsmanship,[ˈkræftsmənʃɪp],n.技术
craftspeople,"['kræfts,pipl]","n.工匠, 手艺人"
cramp,[kræmp],"n.痉挛.vt.限制,束缚"
crane,[kreɪn],n.起重机
cranial,[ˈkreɪniəl],a.头盖(形)的
crash,[kræʃ],"vi.碰撞,撞击,坠毁"
crater,[ˈkreɪtər],n.弹坑
crawl,[krɔːl],"vi./n.爬行, 蠕动"
crayfish,[ˈkreɪfɪʃ],n.小龙虾
crayon,"[ˈkreɪən,ˈkreɪɑːn]","n.有色粉笔, 蜡笔"
craze,[kreɪz],n.狂热
crease,[kriːs],"n.折缝,皱褶.v.(使)起皱"
create,[kriˈeɪt],"vt.创造,创作"
creation,[kriˈeɪʃn],"n.创造,创作物"
creativity,[ˌkriːeɪˈtɪvəti],n.创造(力)
creator,[kriˈeɪtər],"n.创建者, 创作者"
creature,[ˈkriːtʃər],"n.创造物,生物"
credence,[ˈkriːdns],"n.信任,凭证"
credential,[krəˈdenʃl],"n.外交使节所递的国书, 信任状.a.信任的"
credible,[ˈkredəbl],"a.可信的,可靠的"
credit,[ˈkredɪt],"n.信任,信贷.vt.相信,信任"
creditor,[ˈkredɪtər],"n.债权人,贷方"
creed,[kriːd],"n.信条,教义"
creek,[kriːk],"n.小溪, 小河,"
creep,[kriːp],"vi.爬, 蹑手蹑脚.n.爬行"
creeper,[ˈkriːpər],n.爬行者
crescent,[ˈkresnt],"n.新月, 月牙 "
crest,[krest],"n.浪尖, 冠"
cretaceous,[krɪˈteɪʃəs],n./a.白垩纪(的)
crevice,[ˈkrevɪs],n.裂缝
crew,[kruː],n.全体人员
crime,[kraɪm],"n.犯罪,违反道德的行为.vt.对..定罪"
crimp,[krɪmp],"v.起皱, 卷曲, 抑制
"
crimson,[ˈkrɪmzn],a.深红色的.v.变深红色.n.深红色
cripple,[ˈkrɪpl],"n.跛子 
v.削弱"
crisis,[ˈkraɪsɪs],"n.决定性时刻,危机"
crisscross,"['krɪs,krɔs]","v.交叉, 来回移动.n.十字形,矛盾"
criterion,[kraɪˈtɪriən],"n.标准,规范,[ pl.]准则"
critic,[ˈkrɪtɪk],"n.批评家,评论家"
critical,[ˈkrɪtɪkl],"a.批评的,挑剔的,决定性的"
critically,[ˈkrɪtɪkli],"ad.批评性地, 危急地"
criticism,[ˈkrɪtɪsɪzəm],"n.批评, 批判"
criticize,[ˈkrɪtɪsaɪz],"v.批评,责备,评价,评论"
crocodile,[ˈkrɑːkədaɪl],"n.鳄鱼, 鳄鱼皮"
crook,[krʊk],v.使弯曲
crop,[krɑːp],"n.农作物.vt.剪短,修剪"
cross,[krɔːs],"n.十字,交叉.v.使交叉,横过"
crossbill,"['krɔs,bɪl]",n.交喙鸟
crossbones,[ˈkrɔːsboʊnz],n.交叉腿骨的图形
crossbreed,"['krɔs,brid]",n.[生物]杂种.v.异种交配
cross-hatching,,a.垂直交叉的
crossing,[ˈkrɔːsɪŋ],n.交叉口.动词cross的现在分词
crouch,[kraʊtʃ],"vi.蜷缩, 蹲伏"
crow,[kroʊ],n.乌鸦.vi.啼叫
crowbar,[ˈkroʊbɑːr],"n.撬棍, 铁橇"
crowd,[kraʊd],n.人群.v.拥挤
crown,[kraʊn],"n.王冠,冕"
crucial,[ˈkruːʃl],a.至关紧要的
crucible,[ˈkruːsɪbl],"n.坩锅, 严酷的考验"
crude,[kruːd],"a.天然的,未加工的,粗鲁的 "
crudely,[ˈkruːdli],"ad.粗糙地, 粗鲁地,未加修饰地"
cruel,[ˈkruːəl],"a.残酷的, 悲惨的"
cruise,[kruːz],"vi./n.巡游, 漫游"
crumble,[ˈkrʌmbl],"v.弄碎,崩溃"
crumple,[ˈkrʌmpl],"v.(使)皱,扭曲,(使)崩溃,使一蹶不振"
crunch,[krʌntʃ],vi./n.嘎吱嘎吱地响(声)
crush,[krʌʃ],vt./n.压碎.n.迷恋
crust,[krʌst],"n.外壳,硬壳,面包皮"
crustacean,[krʌˈsteɪʃn],a.甲壳类的 .n.甲壳纲动物
crustal,['krʌstl],a.地壳的
cry,[kraɪ],"v./n.哭,叫喊"
cryptic,[ˈkrɪptɪk],"a.秘密的, 含义模糊的"
crystal,[ˈkrɪstl],n.水晶
crystalline,[ˈkrɪstəlaɪn],"a.水晶(般)的,透明的"
Cuban,[ˈkjuːbən],n.古巴人.a.古巴(人)的
cube,[kjuːb],"n.立方体, 立方"
cubic,[ˈkjuːbɪk],"a.立方体的, 立方的"
cubism,[ˈkjuːbɪzəm],"n.立体派,立体主义"
cucumber,[ˈkjuːkʌmbər],n.黄瓜
cud,[kʌd],n.反刍的食物
cue,[kjuː],"n.暗示,提示,线索"
culminate,[ˈkʌlmɪneɪt],v.达到顶点
cult,[kʌlt],"n.祭仪, 礼拜式"
cultivate,[ˈkʌltɪveɪt],"vt.培养,耕作"
cultivation,[ˌkʌltɪˈveɪʃn],"n.培养,教养"
cultural,[ˈkʌltʃərəl],"a.文化的,教养的"
culturally,[ˈkʌltʃərəli],"ad.人文地, 文化地"
culture,[ˈkʌltʃər],"n.文化,文明"
cumbersome,[ˈkʌmbərsəm],"a.笨重的,累赘的,讨厌的"
cumulative,[ˈkjuːmjəleɪtɪv],a.累积的
cuneiform,[ˈkjuːnɪfɔːrm],"a./n.楔形的,楔形文字(的)"
cup,[kʌp],n.杯子.v.使成杯状
curator,[ˈkjʊreɪtər],n.管理者
cure,[kjʊr],"n./v.治愈, 治疗 "
curio,[ˈkjʊrioʊ],"n.古董, 古玩"
curiosity,[ˌkjʊriˈɑːsəti],"n.好奇心,新奇的事物"
curious,[ˈkjʊriəs],"a.好奇的, 奇特的"
curiously,[ˈkjʊriəsli],ad.好奇地
curly,[ˈkɜːrli],"a.卷曲的, 弯曲的, (木材)有皱状纹理的"
currency,[ˈkɜːrənsi],"n.流通,货币"
current,[ˈkɜːrənt],a.当前的.n.趋势
curriculum,[kəˈrɪkjələm],n.课程
currier,['kɝɪɚ],n.制革匠
curtain,[ˈkɜːrtn],n.窗帘.v.遮掉
curvature,[ˈkɜːrvətʃər],"n.弯曲, 曲率"
curve,[kɜːrv],"n./v.曲线,弯曲"
cushion,[ˈkʊʃn],"n.垫子.vt.保护,减缓"
cuspidor,"['kʌspə,dɔr]",n.痰盂
custodial,[kʌˈstoʊdiəl],"a.保管的,保管人的.n.[宗]圣物保管容器"
custodian,[kʌˈstoʊdiən],"n.管理人,监护人"
custom,[ˈkʌstəm],"n.习惯, 风俗, "
customarily,[ˌkʌstəˈmerəli],"ad.通常,习惯上"
customary,[ˈkʌstəmeri],"a.习惯的, 惯例的"
customer,[ˈkʌstəmər],n.消费者
cut,[kʌt],"v.切,割,剪,缩短.n.伤口"
cute,[kjuːt],"a.可爱的, 聪明的"
cuticle,[ˈkjuːtɪkl],"n.表皮,角质层"
cyan,"[ˈsaɪæn,ˈsaɪən]","n.蓝绿色, 青色"
cyanide,[ˈsaɪənaɪd],n.[化]氰化物
cycle,[ˈsaɪkl],"n.循环,周期.v.骑自行(摩托)车,循环"
cyclic,"[ˈsaɪklɪk,ˈsɪklɪk]","a.循环的,周期性的"
cylinder,[ˈsɪlɪndər],"n.圆筒,圆柱体"
cylindrical,[səˈlɪndrɪkl],a.圆柱形的
cynthia,,"n.月亮女神, 月亮"
daddy,[ˈdædi],n.爸爸
daguerreotype,[dəˈɡerətaɪp],n.(早期)银板照相
daily,[ˈdeɪli],"a.每日的,日常的.n.日报"
dairy,[ˈderi],"n.牛奶场,乳品店 "
dale,[deɪl],"n.宽谷, 溪谷"
dam,[dæm],"n.水坝,障碍 "
damage,[ˈdæmɪdʒ],"v./n.损害,毁坏 "
damp,[dæmp],"n.湿气.a.潮湿的.v.使潮湿,阻尼"
dampen,[ˈdæmpən],"v.使潮湿,沮丧"
damper,[ˈdæmpər],"n.风阀, 减音器"
dance,[dæns],"n.舞(蹈).v.跳舞,飘扬,跳跃"
dandelion,[ˈdændɪlaɪən],n.蒲公英
danger,[ˈdeɪndʒər],"n.危险(物),威胁"
dapple,['dæpl],"n.斑纹, 斑点.v.(使）有斑纹"
dare,[der],"vt.敢, 挑战"
dark,[dɑːrk],n.黑暗
darken,[ˈdɑːrkən],v.(使)变暗
darkness,,"n.黑暗,漆黑"
darling,[ˈdɑːrlɪŋ],"n.心爱的人, 亲爱的"
darn,[dɑːrn],"v.缝补,补缀"
dart,[dɑːrt],"n.标枪, 镖.v.投掷"
dash,[dæʃ],"n.冲撞, 破折号 .v.猛掷, 冲撞 "
